
Generation,S37 Beneficial,S37 Detrimental,S37 Fitness
1457,412.62,272.32,1.5157818998195496
1458,412.65,272.36,1.5156449153847793
1459,412.61,272.3,1.5160803111301564
1460,412.54,272.35,1.51557190342886
1461,412.14,271.88,1.5167260267323994
1462,411.85,271.57,1.5172467791565638
1463,412.1,271.79,1.5170391035305213
1464,412.06,272.12,1.5151277336751616
1465,412.54,271.99,1.5176069474505107
1466,413.68,272.74,1.517699893302393
1467,413.88,272.63,1.5189438167045453
1468,414.25,272.76,1.5195159894759303
1469,414.32,273.03,1.5184303365097502
1470,413.71,272.55,1.5190204091835817
1471,412.01,271.71,1.517117124754612
1472,411.57,271.17,1.5184470792397224
1473,411.47,271.46,1.5164710132996775
1474,412.53,271.95,1.5176781122066507
1475,412.28,271.97,1.5165442118292356
1476,411.16,271.17,1.516800914954922
1477,410.3,270.83,1.5155169550193006
1478,410.95,271.48,1.5143514709405554
1479,410.22,270.88,1.5149460833279271
1480,411.4,271.41,1.516474560074898
1481,410.9,270.69,1.5187132287604357
1482,411.89,271.13,1.5201263709619852
1483,411.47,270.62,1.521358575293995
1484,410.9,270.31,1.5209041793182752
1485,411.5,270.8,1.5204844419184698
1486,411.48,270.79,1.520404043582577
1487,412.0,270.65,1.523028604978548
1488,411.49,270.22,1.5236858009605856
1489,410.18,269.5,1.5226588992892147
1490,408.99,269.32,1.5191238032996686
1491,408.39,269.18,1.5176960432693354
1492,408.12,269.45,1.515151035309865
1493,409.17,270.04,1.5158710837218539
1494,409.06,270.4,1.5134453212026235
1495,408.42,270.47,1.5108021078702003
1496,408.13,270.75,1.5081142677041084
1497,408.0,270.66,1.508159286362381
1498,407.48,270.71,1.5058034077880655
1499,407.51,270.79,1.5054548713350018
1500,408.05,271.17,1.5055429835091771
1501,406.72,270.89,1.5021223063079499
1502,406.76,271.17,1.5007811601789631
1503,406.88,271.57,1.4990579329969753
1504,406.86,271.61,1.4987337598334003
1505,406.54,271.62,1.4973956631089373
1506,407.12,272.31,1.4956684046413797
1507,407.88,273.33,1.4929635664302499
1508,407.8,274.03,1.4889532704022406
1509,408.15,273.99,1.4904027831482847
1510,407.59,273.59,1.4905476592820273
1511,407.66,273.82,1.489572133079015
1512,406.56,273.13,1.489250861314369
1513,406.45,273.06,1.489231909769156
1514,406.01,273.21,1.4866796737823822
1515,406.4,273.8,1.4847470730121983
1516,406.59,274.29,1.4828125418036109
1517,406.77,274.05,1.4847159672595598
1518,407.45,274.67,1.4838600854186967
1519,408.26,275.14,1.4843350828238602
1520,408.08,275.07,1.4841744291507397
1521,408.42,275.27,1.484374780900257
1522,408.36,275.12,1.4850012176995973
1523,408.06,274.94,1.4851021639573951
1524,407.99,274.34,1.4879623352185936
1525,408.4,274.21,1.4901768512817697
1526,407.64,274.05,1.4883083316541994
1527,407.04,273.99,1.4862768067150267
1528,407.0,273.79,1.4872603587346822
1529,407.3,274.38,1.4852633180075865
1530,407.24,274.58,1.483778211372524
1531,407.01,274.25,1.4846103645556485
1532,407.0,274.15,1.485245135953477
1533,408.47,274.41,1.489124040575342
1534,408.65,274.19,1.4909530000898783
1535,408.54,274.2,1.4904445960243264
1536,408.79,274.19,1.491399987501169
1537,408.82,273.83,1.4933827790366223
1538,408.89,273.93,1.4931936170410594
1539,408.92,274.14,1.4922357310485537
1540,408.64,273.42,1.4950197739781697
1541,408.78,273.23,1.4965913489423905
1542,408.6,272.88,1.4978946549403358
1543,409.08,272.49,1.5017641622619808
1544,409.96,272.71,1.5038567999823291
1545,409.85,272.21,1.5061976069731142
1546,409.66,272.22,1.505386865672646
1547,409.85,272.33,1.5054859755200698
1548,409.26,272.26,1.503666314281963
1549,408.69,271.9,1.5035984596312317
1550,408.58,271.79,1.5037252696760772
1551,409.0,272.38,1.5021031492296535
1552,410.0,273.18,1.5013382756730846
1553,409.77,272.79,1.5026496936780578
1554,410.77,272.81,1.5063201670770758
1555,410.83,272.82,1.5064083768574945
1556,411.34,273.46,1.5048497121872078
1557,412.42,273.25,1.509875271038046
1558,412.53,273.28,1.5101468276240886
1559,412.79,273.29,1.5110399833218906
1560,412.77,273.77,1.5083357219355182
1561,412.85,273.61,1.5095597673953995
1562,412.84,274.24,1.5060235155845307
1563,412.85,274.44,1.5049726449672176
1564,412.36,274.34,1.5037113404555804
1565,413.0,274.82,1.503473285394094
1566,411.85,274.13,1.503064960452563
1567,411.33,274.05,1.5015314667229092
1568,411.48,274.31,1.5006630264188159
1569,411.47,274.4,1.5001257991025154
1570,412.06,274.67,1.5008569853455622
1571,411.55,274.73,1.4985810798951276
1572,411.73,274.88,1.4985120929913485
1573,411.17,275.42,1.4935478794098693
1574,411.14,275.37,1.4936160157359242
1575,411.85,275.43,1.4958743383248694
1576,411.65,275.27,1.4962318457662902
1577,412.14,275.78,1.4953675518229508
1578,411.81,275.53,1.4956300232419377
1579,411.47,275.5,1.4943797591449357
1580,411.06,275.15,1.494682882017987
1581,410.44,275.2,1.4920690641398184
1582,410.06,275.59,1.4887041648776453
1583,409.51,275.27,1.4884292248936406
1584,409.14,275.32,1.486887052642838
1585,409.04,275.0,1.4880342713463193
1586,410.24,275.91,1.4876523993248196
1587,411.01,276.02,1.4898047737003626
1588,410.35,276.14,1.486681222263583
1589,411.34,276.66,1.487590155604464
1590,411.3,276.54,1.488032440739272
1591,410.61,276.4,1.486278993459973
1592,410.28,275.86,1.4880857795343931
1593,409.92,275.39,1.489334716823665
1594,409.48,275.25,1.4884360967793395
1595,409.28,274.99,1.4891515209850987
1596,409.63,275.8,1.4861368324635338
1597,409.63,275.29,1.4889607088090842
1598,409.32,274.99,1.4894630608033084
1599,408.79,274.56,1.4897770397458465
1600,408.99,274.42,1.4912450506822872
1601,408.95,274.8,1.4889517605650053
1602,408.89,274.6,1.4899467832512485
1603,409.81,274.16,1.49570769284427
1604,410.31,273.9,1.4988829620314283
1605,410.39,273.97,1.4988093304574037
1606,410.72,273.3,1.5036436329541476
1607,410.32,272.68,1.5056403040505204
1608,409.83,272.62,1.5040866243962245
1609,409.38,271.8,1.506989254096322
1610,409.11,272.04,1.504603128600492
1611,408.61,271.92,1.5033168681503335
1612,409.14,272.25,1.5034242623401775
1613,408.87,271.98,1.5038899718930978
1614,409.44,272.67,1.502321829015428
1615,409.11,272.52,1.5017607181233674
1616,410.08,273.24,1.5015148013815398
1617,410.01,272.82,1.5034839091353671
1618,409.62,272.32,1.50485143856377
1619,408.85,272.32,1.5018799613376046
1620,408.86,271.79,1.5048466172247088
1621,408.65,271.98,1.5031001493368215
1622,408.1,271.49,1.5038663986472502
1623,408.06,271.09,1.505904007972596
1624,407.88,270.79,1.5068665241663757
1625,408.13,271.19,1.505647027318391
1626,408.53,270.88,1.5088891648912324
1627,409.25,271.23,1.5096541747950707
1628,409.37,271.54,1.508474943957375
1629,409.3,271.28,1.5094860749468444
1630,408.94,270.7,1.511243709349053
1631,409.09,270.98,1.5102854879281804
1632,408.9,271.22,1.5082598503418125
1633,408.96,271.41,1.507716219987919
1634,409.01,270.6,1.5121729473197052
1635,409.58,271.29,1.5104448958464385
1636,409.58,271.19,1.5109003403852332
1637,410.07,271.1,1.5131704191036512
1638,409.57,271.11,1.5112889575122415
1639,409.36,271.05,1.510921054336668
1640,409.35,270.9,1.511642768141813
1641,409.5,271.51,1.5088541144177707
1642,409.6,271.19,1.5110006060479906
1643,410.14,270.39,1.517416948792333
1644,410.9,271.03,1.5165809015170408
1645,411.32,271.17,1.517398873388475
1646,411.26,271.27,1.5166494432549913
1647,411.6,271.03,1.5192833440649993
1648,411.58,271.31,1.5176861934373647
1649,411.83,271.55,1.51724875483643
1650,412.41,271.75,1.5183964586182501
1651,411.47,271.11,1.5184034756257492
1652,411.6,271.62,1.5161611094927745
1653,411.06,271.53,1.5145544720144821
1654,410.89,271.19,1.5157245274378561
1655,410.88,271.93,1.5114561483717777
1656,411.44,272.29,1.5116491215755514
1657,411.43,271.79,1.5144144325829343
1658,411.71,271.13,1.5191173551125854
1659,411.39,271.09,1.5180961335559546
1660,411.54,271.63,1.515723014549948
1661,411.55,271.53,1.5162479665031205
1662,411.31,271.36,1.5163470212474126
1663,411.4,271.39,1.5165800971212955
1664,411.14,271.37,1.5157731352222998
1665,410.87,271.29,1.515182344625583
1666,411.15,271.31,1.5161906996118057
1667,411.04,271.18,1.5164288381928575
1668,410.95,271.29,1.5154231398010478
1669,411.31,271.3,1.516701716058309
1670,411.13,271.29,1.516048457658346
1671,411.57,271.76,1.5151524400373106
1672,411.23,272.38,1.5105624194676641
1673,411.38,272.44,1.5110254853513845
1674,411.43,272.09,1.5130346555046608
1675,410.71,271.61,1.5130101057451972
1676,410.45,271.53,1.5124371096601417
1677,410.55,271.45,1.5133123728576043
1678,410.57,271.26,1.5144857987839062
1679,410.62,271.24,1.5146620428708397
1680,410.66,271.8,1.5116738308170325
1681,410.64,271.49,1.5132279496843648
1682,410.66,272.1,1.5099076770734623
1683,410.66,272.62,1.5070181223143337
1684,411.19,273.06,1.506524152173525
1685,410.96,272.63,1.50808345357613
1686,411.18,272.67,1.5086167405885007
1687,411.93,272.85,1.5103649026331134
1688,412.6,273.04,1.5118986569293542
1689,412.7,273.56,1.5096566819337727
1690,412.88,273.63,1.5099562805761073
1691,412.79,273.53,1.5100619617441589
1692,412.06,273.74,1.5060442643282987
1693,411.98,274.05,1.5040092770894407
1694,412.5,273.84,1.506956714472432
1695,412.63,273.35,1.510173929380325
1696,413.06,273.48,1.5110000812691848
1697,413.46,273.82,1.5105211599502766
1698,412.68,273.69,1.5083473117635193
1699,412.42,273.98,1.5057685706945092
1700,412.36,274.21,1.5044164477260396
1701,411.94,273.79,1.5050596807703684
1702,412.48,274.1,1.5053900996393856
1703,412.26,273.71,1.5067442739594565
1704,412.42,273.81,1.5070077933452053
1705,412.9,274.01,1.5078158436688094
1706,412.72,274.23,1.505938347685466
1707,412.22,273.99,1.505302142671409
1708,412.36,274.11,1.5050685818815182
1709,412.82,274.65,1.5039516792568768
1710,412.64,274.23,1.505519478673104
1711,413.02,274.01,1.50829176435005
1712,412.66,274.55,1.5039073761778687
1713,413.25,274.81,1.504772872237388
1714,413.2,274.66,1.5052706104698277
1715,413.96,274.45,1.5092743571087182
1716,413.59,274.75,1.50618753539694
1717,413.52,274.53,1.5071004405312638
1718,413.87,274.5,1.5084739525402613
1719,413.45,274.22,1.50841430494451
1720,413.38,273.72,1.5109262692183985
1721,413.53,273.76,1.5112364771493694
1722,412.79,274.03,1.50694797011069
1723,413.38,274.12,1.5085992014137768
1724,413.47,273.96,1.5097889126105033
1725,413.44,274.17,1.5083861599331352
1726,413.91,274.04,1.5109098923319302
1727,413.63,273.99,1.510139568240119
1728,414.16,274.03,1.5118046698126344
1729,413.57,273.68,1.5115437377030432
1730,412.91,273.72,1.5089065034312954
1731,413.28,274.12,1.5080815462313393
1732,413.34,274.76,1.504876950629737
1733,412.78,274.75,1.5028881167129293
1734,412.49,274.42,1.5037311300081087
1735,412.66,274.46,1.5040830220758874
1736,413.02,274.61,1.5045375815960478
1737,412.33,274.65,1.5017485217973907
1738,412.31,274.88,1.5004777964407319
1739,411.84,274.76,1.4996029910773414
1740,411.85,274.45,1.5012229266145183
1741,410.86,274.24,1.4987679086665908
1742,410.66,274.18,1.4982794125507954
1743,410.55,274.52,1.4959184419255522
1744,410.99,274.47,1.497758962835855
1745,411.67,274.64,1.4993415561724237
1746,411.12,274.55,1.4977960477095504
1747,411.63,275.17,1.4963229928118655
1748,411.62,275.12,1.4965430844989527
1749,411.71,275.67,1.4939415676693883
1750,412.02,276.05,1.4931002451310758
1751,412.76,275.67,1.497854909404417
1752,413.47,275.99,1.4987642520111557
1753,414.28,276.26,1.5002202724394014
1754,414.68,276.59,1.4997678445214913
1755,414.5,276.39,1.50023393863442
1756,415.24,277.11,1.4990547055769738
1757,414.25,277.43,1.4936661947682497
1758,414.01,276.48,1.497664133813644
1759,415.42,276.35,1.5035637518757312
1760,414.96,276.48,1.5012786119179455
1761,414.74,277.16,1.4969012953519385
1762,414.71,277.12,1.4969894678333995
1763,414.6,276.91,1.497731880753107
1764,414.31,276.74,1.497511085276383
1765,415.32,276.9,1.5005558057200792
1766,415.61,276.62,1.5031938196384216
1767,414.46,276.28,1.500864826241733
1768,415.05,276.73,1.500459186701987
1769,414.86,276.21,1.5026325799087816
1770,414.61,276.5,1.500194610627196
1771,414.19,276.12,1.5005870568183246
1772,415.23,276.82,1.5006336605966661
1773,415.49,276.75,1.501954222281869
1774,415.3,277.15,1.4990427444725056
1775,415.72,277.35,1.4995842229540122
1776,415.34,277.34,1.4980625521179045
1777,415.0,277.65,1.4951805855491456
1778,415.69,278.13,1.4952378728373463
1779,414.7,277.7,1.4939568757496622
1780,414.88,277.41,1.496061402702149
1781,414.31,277.03,1.4960342299978975
1782,413.56,276.35,1.4968497468675395
1783,413.67,276.08,1.4986137249311566
1784,414.69,276.67,1.4992763155790494
1785,414.87,275.95,1.5037525455322125
1786,416.48,277.02,1.5036954123733204
1787,417.49,277.89,1.5027994140815255
1788,417.23,277.64,1.5033761399468912
1789,417.88,278.11,1.5031061439849025
1790,417.85,278.14,1.502884763792105
1791,417.56,278.34,1.5008010705211745
1792,417.83,278.57,1.5007103149370562
1793,417.2,278.2,1.5005673611810466
1794,416.64,277.84,1.5004033074624359
1795,415.61,277.71,1.4973683519333025
1796,414.74,276.81,1.499005015726481
1797,414.35,275.81,1.5030639460579676
1798,415.13,276.19,1.5037928645930836
1799,413.45,275.28,1.5024863588414255
1800,413.18,274.85,1.504099537240802
1801,413.52,274.73,1.5058507980494706
1802,413.61,274.48,1.5075786362720123
1803,413.79,274.92,1.5059559875242905
1804,413.51,274.29,1.5084579867364984
1805,413.16,274.64,1.505256289985725
1806,413.41,274.11,1.5091354620927486
1807,413.9,273.61,1.5134844196041157
1808,415.15,274.13,1.5150576180852793
1809,415.41,274.21,1.5155020170265638
1810,415.06,274.15,1.514594380672808
1811,415.13,273.89,1.5162594395694067
1812,415.18,273.35,1.5194770487241758
1813,415.04,273.11,1.520461025731204
1814,415.51,273.38,1.5206305844592156
1815,415.09,273.23,1.5198906950572104
1816,414.41,273.47,1.5159406978245347
1817,414.69,272.9,1.5203237916222576
1818,414.88,272.1,1.5257281319204936
1819,415.7,272.96,1.523925833047132
1820,415.99,273.3,1.5232107813130744
1821,416.58,273.63,1.5233481533068298
1822,416.46,273.78,1.5222201838972902
1823,415.59,273.93,1.518220534232302
1824,415.33,274.34,1.5149271675639817
1825,414.61,274.32,1.512294720560258
1826,414.98,274.91,1.5106169500472821
1827,414.42,274.69,1.5099290936415166
1828,414.54,274.52,1.5111402088033454
1829,414.7,273.89,1.5151908531495468
1830,414.22,273.3,1.5166384903281669
1831,414.64,273.39,1.517770889141399
1832,415.76,274.22,1.5171308855941126
1833,415.14,274.04,1.515743534934473
1834,414.64,273.84,1.5150081515528646
1835,414.88,274.03,1.5148861008867747
1836,413.74,273.68,1.5126302380450054
1837,413.58,273.47,1.513248118471649
1838,412.46,272.65,1.513551635996377
1839,412.33,272.55,1.5136323338294537
1840,412.7,272.89,1.5129949244174423
1841,412.57,273.02,1.5116826189013637
1842,412.36,273.64,1.5075121110803724
1843,413.36,273.69,1.511153744201996
1844,413.7,273.22,1.5150329960005415
1845,414.86,273.64,1.517043996665516
1846,415.3,274.21,1.5155601118615323
1847,416.23,273.99,1.52008623874443
1848,416.89,274.5,1.5195672910529026
1849,416.77,274.88,1.517075966213458
1850,416.81,274.49,1.5193216325101053
1851,417.18,274.9,1.5182896745323666
1852,417.6,274.81,1.5204147995021313
1853,416.99,275.07,1.516602120318443
1854,416.85,274.96,1.5168446343562072
1855,417.62,275.44,1.5169455627336692
1856,417.56,275.17,1.5180660677539421
1857,417.62,275.66,1.5156296137812653
1858,417.3,275.18,1.5170785164310423
1859,417.53,275.79,1.5145789951267623
1860,417.52,276.17,1.512352395092507
1861,416.31,275.82,1.5098941709222182
1862,416.2,275.87,1.509325334925208
1863,416.56,276.17,1.509057803319922
1864,416.91,276.31,1.5096004374662915
1865,416.82,275.77,1.5122535175781295
1866,417.2,276.13,1.5117087013336232
1867,415.48,275.28,1.5101245610198861
1868,414.94,274.99,1.5097650570483934
1869,414.06,274.43,1.5094955180651852
1870,413.81,273.77,1.512187273713274
1871,413.3,273.69,1.5107831009240982
1872,413.51,274.05,1.5096704856444876
1873,413.79,273.8,1.5120165805283219
1874,413.32,274.06,1.5087589723765666
1875,413.79,274.3,1.5093146254341658
1876,413.49,274.03,1.5098269417416748
1877,413.84,273.56,1.513515468575032
1878,414.35,273.53,1.5157072616000062
1879,414.18,273.64,1.5142880966903567
1880,414.24,274.16,1.5116309147698166
1881,414.24,274.7,1.508701569348966
1882,414.71,274.55,1.511305076088228
1883,414.25,273.86,1.5134466804255837
1884,414.71,274.15,1.5134215078751674
1885,415.08,274.63,1.5121137151373727
1886,415.16,273.87,1.5166701926934991
1887,415.08,273.18,1.5201670158708762
1888,414.69,272.65,1.5216240167525372
1889,414.11,272.84,1.5184625930413438
1890,413.63,271.96,1.5215167280277018
1891,413.96,272.64,1.5190530376050253
1892,414.42,271.88,1.5249361233784926
1893,413.69,271.79,1.5227514460646387
1894,414.82,271.85,1.5266571947933014
1895,414.53,272.18,1.5236614889871267
1896,415.55,272.11,1.5277625152732852
1897,415.48,272.0,1.5281861365071427
1898,414.8,271.95,1.5259924313345283
1899,415.29,271.71,1.5290747129797295
1900,414.97,271.36,1.5299376102410343
1901,414.51,271.14,1.5293026725631007
1902,414.72,270.99,1.5308943049841666
1903,415.43,270.84,1.5344212855853991
1904,415.72,271.43,1.532235779971048
1905,416.47,271.28,1.5359895191273916
1906,417.11,270.95,1.540236746672745
1907,417.52,270.55,1.5440737443299049
1908,416.7,270.07,1.5436652586309
1909,417.51,269.94,1.547375675565915
1910,417.3,270.01,1.5460923565327263
1911,418.17,269.78,1.5506556332247998
1912,419.51,269.57,1.5569962733313643
1913,419.76,269.91,1.5561889508005446
1914,419.53,269.36,1.5583505592367115
1915,419.06,269.11,1.5582231647519291
1916,419.46,269.74,1.5560991339155124
1917,419.82,269.94,1.5561501629820185
1918,419.77,269.82,1.5566903413562947
1919,419.8,269.59,1.5580532664674847
1920,420.26,268.61,1.565474642996401
1921,420.07,268.41,1.565892296396298
1922,420.96,268.93,1.566219251089875
1923,421.09,268.99,1.5661471823063444
1924,420.33,268.4,1.5666089301936983
1925,420.06,268.52,1.5647648282909976
1926,421.55,269.84,1.562893818678875
1927,420.71,268.79,1.5657081273859341
1928,420.78,269.13,1.5639986838983946
1929,421.27,269.3,1.564872366322427
1930,421.18,269.37,1.564259255056979
1931,421.42,269.55,1.5641277910223068
1932,421.5,269.57,1.56445374624395
1933,421.61,269.6,1.5646015971096225
1934,421.79,269.35,1.566757093963718
1935,422.23,269.54,1.5674377182967698
1936,423.04,270.12,1.5670827413726922
1937,424.07,270.96,1.5662529693003042
1938,424.16,271.44,1.5638195988009236
1939,422.75,270.5,1.5639338023811988
1940,421.83,269.68,1.5651599589698424
1941,421.34,269.09,1.5666156731480292
1942,420.97,268.78,1.5668251981906274
1943,421.48,269.1,1.5668592522850668
1944,422.17,269.64,1.5662082223818334
1945,422.1,269.88,1.5644388020590236
1946,423.54,270.45,1.5664728249108626
1947,423.69,270.51,1.5667318768507383
1948,423.86,271.33,1.562566026811502
1949,424.16,271.1,1.5649865558849525
1950,424.51,271.42,1.5644764990664266
1951,424.87,271.52,1.5652378959382258
1952,424.19,270.56,1.5683966010095076
1953,423.44,270.37,1.5666377953502972
1954,423.04,270.64,1.5636948119632013
1955,422.4,270.91,1.559699240828532
1956,421.72,270.86,1.5574339408656461
1957,421.45,270.11,1.5608682106212617
1958,420.84,270.09,1.5586337966735737
1959,421.07,270.48,1.5572254338872997
1960,421.21,270.56,1.5574111985044095
1961,421.5,270.95,1.5561909517553607
1962,420.77,271.01,1.553050358447642
1963,420.79,271.12,1.5524885717622172
1964,420.73,271.3,1.5512182751896544
1965,420.99,272.0,1.548150545878626
1966,420.69,272.1,1.5466965017552006
1967,420.18,272.12,1.544737484280507
1968,420.4,271.99,1.546306631481079
1969,420.11,271.96,1.5454708687130871
1970,419.49,271.81,1.5440999883561477
1971,419.08,271.28,1.5455125374187022
1972,418.55,270.86,1.5459848987374667
1973,418.63,271.03,1.5453471335405928
1974,418.75,271.65,1.5423368663767771
1975,418.83,271.73,1.5421537155222202
1976,417.72,272.11,1.5358191802001013
1977,417.69,272.71,1.5322480278577963
1978,417.74,272.44,1.5341328037947328
1979,417.94,272.87,1.532467707669557
1980,417.98,272.6,1.534067469892487
1981,418.23,272.64,1.534712911931103
1982,418.05,272.5,1.5348986857124003
1983,417.38,272.29,1.5334406727397392
1984,417.33,272.14,1.5341390573517575
1985,417.74,272.29,1.5348367583203861
1986,417.27,271.93,1.5350182140378867
1987,418.93,272.04,1.5407433953956047
1988,418.52,271.73,1.5410735100447643
1989,419.26,271.9,1.5427756803368518
1990,419.48,272.41,1.5405743675953034
1991,419.52,272.18,1.5419834554476577
1992,419.48,272.2,1.5419120151183034
1993,419.78,272.13,1.5434534610189623
1994,419.86,272.14,1.5436834591228754
1995,419.73,271.56,1.5464154990336987
1996,420.31,270.88,1.5524756005971674
1997,421.03,270.31,1.5583624877381712
1998,421.1,270.16,1.5595013917695537
1999,420.32,269.72,1.5590967870999877
2000,420.94,269.74,1.5613887744249015
