Generation,Grand Mean #Beneficial,Standard Error Beneficial,Grand Mean #Detrimental,Standard Error Detrimental,Grand Mean #Fitness,Standard Error Fitness,,S1 Beneficial,S1 Detrimental,S1 Fitness,,S2 Beneficial ,S2 Detrimental,S2 Fitness,,S3 Beneficial ,S3 Detrimental,S3 Fitness,,S4 Beneficial ,S4 Detrimental,S4 Fitness,,S5 Beneficial ,S5 Detrimental,S5 Fitness,,S6 Beneficial ,S6 Detrimental,S6 Fitness,,S7 Beneficial ,S7 Detrimental,S7 Fitness,,S8 Beneficial ,S8 Detrimental,S8 Fitness,,S9 Beneficial ,S9 Detrimental,S9 Fitness,,S10 Beneficial ,S10 Detrimental,S10 Fitness,,S11 Beneficial ,S11 Detrimental,S11 Fitness,,S12 Beneficial ,S12 Detrimental,S12 Fitness,,S13 Beneficial ,S13 Detrimental,S13 Fitness,,S14 Beneficial ,S14 Detrimental,S14 Fitness,,S15 Beneficial ,S15 Detrimental,S15 Fitness,,S16 Beneficial ,S16 Detrimental,S16  Fitness,,S17 Beneficial ,S17 Detrimental,S17 Fitness,,S18 Beneficial ,S18 Detrimental,S18 Fitness,,S19 Beneficial ,S19 Detrimental,S19 Fitness,,S20 Beneficial ,S20 Detrimental,S20 Fitness,,S21 Beneficial ,S21 Detrimental,S21 Fitness,,S22 Beneficial ,S22 Detrimental,S22 Fitness,,S23 Beneficial ,S23 Detrimental,S23 Fitness,,S24 Beneficial ,S24 Detrimental,S24 Fitness,,S25 Beneficial ,S25 Detrimental,S25 Fitness,,S26 Beneficial ,S26 Detrimental,S26  Fitness,,S27 Beneficial ,S27 Detrimental,S27 Fitness,,S28 Beneficial ,S28 Detrimental,S28 Fitness,,S29 Beneficial ,S29 Detrimental,S29 Fitness,,S30 Beneficial ,S30 Detrimental,S30 Fitness
1266,416.7516667,,271.8626667,,,,,417.22,272.95,1.52954803,,414.21,268.88,1.541074136,,419.59,275.37,1.524537817,,415.15,271.7,1.529296648,,416.25,277.07,1.502690931,,409.43,270.61,1.513839173,,412.78,261.66,1.578611459,,415.47,273.89,1.517499769,,425.52,276.93,1.537450981,,420.33,264.68,1.589238769,,412.24,260.74,1.582152921,,414.75,274.04,1.514328729,,411.31,270.67,1.520353155,,408.4,270.87,1.508572521,,418.85,273.91,1.529685746,,423.3,268.52,1.577521748,,423.32,279.23,1.51654334,,422.83,269.47,1.56965381,,417.68,278.44,1.500457986,,413.9,269.04,1.538999225,,419.73,279.65,1.501384362,,418.83,279.35,1.499803738,,412.61,271.63,1.519737057,,414.01,269.19,1.538981965,,416.23,271.61,1.53284401,,420.66,265.78,1.583665563,,415.57,268.83,1.546608983,,418.61,274.46,1.525865751,,422.03,270.77,1.559328726,,411.74,275.94,1.492755834
1267,416.9283333,,271.8543333,,,,,417.45,272.91,1.53056299,,415.34,268.82,1.545605185,,419.27,275.08,1.525095037,,415.55,271.86,1.529862262,,416.23,277.27,1.501643394,,409.16,270.44,1.513833663,,412.91,261.32,1.580955235,,415.95,274.13,1.517947808,,426.09,276.99,1.539323862,,420.21,264.42,1.590356013,,412.5,260.87,1.582453347,,415.61,273.98,1.517741856,,411.02,270.6,1.519633706,,409.34,270.18,1.515947489,,418.21,274.34,1.525027255,,422.54,268.45,1.5748302,,423.82,279.68,1.515851261,,423.19,269.04,1.573576178,,418.08,279.15,1.49826112,,414.13,269.29,1.538437904,,419.67,279.79,1.5004729,,418.82,279.18,1.500673339,,413.42,271.81,1.521831744,,414.31,268.94,1.541410779,,416.33,271.53,1.533559316,,420.2,265.72,1.582025925,,415.76,268.68,1.54814019,,418.08,274.1,1.525920486,,422.4,271.23,1.558092131,,412.26,275.83,1.495328874
1268,416.871,,271.861,,,,,417.7,272.42,1.534205823,,415.46,269.22,1.543708207,,419.35,274.91,1.526685736,,416.27,272.23,1.530327543,,415.51,277.64,1.497115153,,409.03,270,1.515770312,,412.52,260.97,1.581503678,,416.39,275.1,1.514260519,,425.78,276.92,1.538491685,,419.68,264.02,1.590679448,,413.26,260.45,1.588136778,,415.39,273.62,1.518883497,,410.66,270.26,1.520097067,,408.57,270.35,1.512151468,,418.92,273.76,1.530777112,,422.8,268.38,1.576164098,,423.98,280.19,1.513697682,,423.8,268.92,1.576636468,,418.15,279.11,1.498507091,,414.49,269.92,1.536330882,,419.45,280.31,1.496962333,,418.7,279.58,1.498068487,,412.72,271.53,1.520810231,,414.11,269.12,1.539482532,,416.26,271.06,1.535967694,,419.98,265.37,1.583434343,,414.92,268.13,1.548080029,,417.85,274.15,1.524761826,,422.29,271.36,1.556888171,,412.14,276.83,1.489429112
1269,416.978,,271.8306667,,,,,417.11,271.91,1.534639804,,415.63,269.04,1.545447734,,419.37,274.66,1.527989964,,415.64,271.96,1.529455272,,415.72,277.71,1.497445262,,409.88,269.64,1.520972429,,412.35,260.8,1.581672654,,416.68,275.69,1.512055438,,426.35,276.84,1.540980501,,419.6,263.06,1.596023319,,413.1,259.71,1.592140398,,415.77,273.92,1.518587958,,411.14,270.59,1.520068068,,408.49,270.34,1.511835462,,418.64,274.15,1.527625429,,423.03,268.92,1.573884333,,424.75,280.44,1.515174089,,423.14,268.91,1.574260463,,418.2,279.38,1.497382639,,414.14,270.11,1.533814729,,419.31,279.46,1.501083492,,419.06,279.58,1.499423194,,413.11,271.74,1.520990333,,413.68,269.27,1.537050555,,416.45,271.61,1.53355957,,420.42,265.56,1.584033141,,414.88,267.84,1.549423122,,418.24,274.33,1.525219583,,422.6,271.26,1.558507689,,412.86,276.49,1.494058013
1270,416.996,,271.7693333,,,,,416.61,271.14,1.537034731,,415.73,269.34,1.544094341,,419.12,274.65,1.52716737,,415.35,271.54,1.530881616,,415.23,277.39,1.497481567,,409.63,269.89,1.518583717,,412.17,260.66,1.581827079,,417.02,275.8,1.512663511,,425.64,276.4,1.540839503,,420.2,263.49,1.595600221,,413.02,259.9,1.590717184,,415.26,273.53,1.518904719,,411.67,270.11,1.524624198,,408.19,270.15,1.511836671,,419.41,274.21,1.530149957,,423.09,268.95,1.57397033,,424.03,280.1,1.514318296,,424.14,268.79,1.578780806,,417.91,279.29,1.496808205,,414.42,270.42,1.533290209,,419.48,278.91,1.50460744,,418.82,279.48,1.498993776,,413.53,271.98,1.521261399,,413.68,268.82,1.539557623,,417,272.21,1.532288889,,420.99,265.46,1.586790098,,414.94,267.96,1.548939439,,418.33,274.52,1.524579287,,422.29,271.43,1.556379921,,412.98,276.56,1.494155483
1271,417.099,,271.7723333,,,,,416.95,271.59,1.535817262,,416.28,269.76,1.543794839,,418.8,274.52,1.526758468,,415.86,272.14,1.529525094,,414.55,277.33,1.495292866,,410.06,269.93,1.519932146,,412.97,261.02,1.582813467,,416.54,276.25,1.508519507,,425.4,275.74,1.543635812,,420.56,263.67,1.59580388,,412.97,260.27,1.588334381,,415.71,273.67,1.519779912,,411.39,269.35,1.527829922,,408.73,269.85,1.515616728,,420.31,274.64,1.531295771,,422.22,267.97,1.576428345,,423.37,279.55,1.514701542,,423.84,269.08,1.575955011,,417.53,279.06,1.49660508,,414.6,270.12,1.535793643,,419.72,278.72,1.506598299,,420.04,279.92,1.501128346,,413.99,272.43,1.520328446,,414.19,269.03,1.540117168,,417.71,272.06,1.535759825,,421.79,266.01,1.586565326,,415.31,267.89,1.550757325,,417.52,274.62,1.52108936,,422,271.27,1.556234327,,412.06,275.71,1.495345959
1272,417.0676667,,271.707,,,,,417.5,271.94,1.535983403,,415.38,269.75,1.540464131,,418.53,274.26,1.527214008,,415.9,271.46,1.533339326,,414.53,276.66,1.498787584,,410.46,269.7,1.522827794,,413.56,261.42,1.582738743,,417.29,276.86,1.507980852,,425.07,274.9,1.547104451,,420.93,263.51,1.598201298,,413.01,259.02,1.595936334,,415.58,274.28,1.515934019,,411.9,269.4,1.52946151,,408.32,269.28,1.517279402,,419.84,274.35,1.531204684,,421.67,268.07,1.573799058,,423.69,280.14,1.512676486,,423.51,269.45,1.572578872,,417.07,279.24,1.494023981,,413.97,269.77,1.53542298,,419.35,278.55,1.506312953,,420.02,280.22,1.499467259,,414.2,272.51,1.52070104,,414.27,268.72,1.542321757,,417.26,272.26,1.532957121,,422.52,266.28,1.58769467,,415.26,267.76,1.551443965,,416.84,274.6,1.518696333,,422.19,271.56,1.55531733,,412.41,275.29,1.498850676
1273,417.0443333,,271.657,,,,,417.97,272.38,1.535242076,,415.22,269.96,1.538701384,,418.01,274.16,1.525870074,,415.47,270.73,1.535966888,,414.06,276.82,1.49627086,,410.72,269.32,1.525982681,,414.27,261.65,1.584129388,,417.84,276.19,1.513752754,,424.94,274.94,1.546388628,,420.82,263.73,1.596407661,,413.03,258.82,1.597216059,,416.13,274.84,1.514893837,,411.66,269.07,1.53054259,,407.92,269.4,1.515023662,,419.65,273.94,1.532862373,,421.96,267.95,1.575582343,,423.55,279.84,1.513812124,,422.68,269.94,1.566764835,,417.1,279.09,1.495038444,,413.89,270.32,1.531810649,,419.54,277.89,1.510571743,,420.11,280.02,1.500857232,,414.01,272.91,1.517802565,,415.22,268.72,1.545851035,,417.15,272.59,1.530664416,,421.88,265.77,1.588459619,,415.41,267.63,1.552756681,,416.44,274.35,1.518607713,,422.46,271.62,1.555938647,,412.22,275.12,1.498918651
1274,416.9986667,,271.5643333,,,,,418.27,272.2,1.53735571,,414.43,269.1,1.540678312,,418.2,273.82,1.528432929,,415.91,270.3,1.539984405,,414.2,276.95,1.49600544,,410.29,268.84,1.527148207,,414.06,261.67,1.583154089,,418.63,276.46,1.515252079,,424.4,275.51,1.541217027,,421.37,264.05,1.596662182,,413.41,258.3,1.601870974,,415.63,274.37,1.515499593,,412.03,269.3,1.530730489,,408.32,269.45,1.516263665,,420.17,274.3,1.532780248,,421.4,267.41,1.576596234,,423.65,280.39,1.511322101,,423.17,269.51,1.571147859,,416.65,278.72,1.495257534,,413.48,270.36,1.530151499,,419.39,277.71,1.511094014,,419.22,280.17,1.496784529,,413.34,272.25,1.518999281,,414.49,268.81,1.542512687,,417.87,273.26,1.529680249,,421.18,265.44,1.587708101,,415.67,267.16,1.556389099,,416.42,274.05,1.520269951,,422.69,272.04,1.554438485,,412.02,275.03,1.49855672
1275,417.0573333,,271.503,,,,,418.04,272.02,1.537382757,,414.51,269.34,1.539641939,,417.86,274.04,1.525989354,,415.95,270.42,1.539517531,,413.72,277.11,1.493405111,,410.76,268.88,1.528702069,,414.18,261,1.587561597,,418.37,276.38,1.51465255,,425.34,274.98,1.547775959,,421.79,263.7,1.600371027,,413.4,257.93,1.604047459,,415.38,274.13,1.515930303,,412.3,269.42,1.531192854,,407.69,269.72,1.512373619,,420.33,274.08,1.534520163,,421.61,267.81,1.575038967,,423.23,280.32,1.510155748,,423.67,269.47,1.573323498,,416.87,278.71,1.496277472,,414.39,270.71,1.531500817,,419.56,277.17,1.514488207,,419.99,279.86,1.501190747,,412.75,272.33,1.516417825,,414.13,268.86,1.540848818,,418.45,272.93,1.533665441,,420.51,265.43,1.585134769,,415.72,266.87,1.558304008,,416.66,273.6,1.523584627,,422.88,272.66,1.551643577,,411.68,275.21,1.496375809
1276,417.0653333,,271.565,,,,,418.57,272.05,1.539322375,,414.57,269.08,1.541350536,,418,273.59,1.528759424,,416.26,270.14,1.542146329,,415.15,277.95,1.494225585,,410.52,268.11,1.531971336,,414.81,261.59,1.586508629,,417.6,276.16,1.512941974,,425.22,274.54,1.54967947,,421.43,264.17,1.596123604,,413.91,258.76,1.600884919,,415.64,274.58,1.514375165,,412.64,269.28,1.533353145,,407.73,269.88,1.511746676,,420.17,274.75,1.530197673,,421.79,268.16,1.573767127,,423.02,280.47,1.508670657,,423.35,269.35,1.572681222,,416.58,278.96,1.493787239,,414.33,271.06,1.529288125,,419.92,276.74,1.518400493,,419.58,279.55,1.501474133,,412.42,272.21,1.515814844,,413.72,268.62,1.540786406,,417.81,272.42,1.534142038,,420.39,265.6,1.583660767,,414.87,267.19,1.553398242,,416.85,273.99,1.522005933,,422.33,272.17,1.552465285,,412.78,275.83,1.496983819
1277,417.152,,271.559,,,,,418.15,271.7,1.539744455,,414.97,269.52,1.540443966,,418.4,273.65,1.52984362,,416.9,270.18,1.544542278,,414.79,278.14,1.491911788,,409.82,268,1.530054712,,414.57,261.31,1.587115039,,417.66,276.2,1.512960863,,425.25,274.33,1.551015849,,421,264.16,1.594590998,,414,258.27,1.604409568,,416,274.73,1.514896489,,413.08,269.54,1.533474721,,408.41,270.3,1.512152945,,420.69,274.85,1.531428856,,422.21,268.45,1.573708171,,422.96,280.49,1.508321441,,422.76,268.29,1.576330905,,416.55,278.94,1.493786786,,414.93,271.2,1.530765564,,419.55,276.8,1.516612024,,419.6,278.83,1.505512075,,411.98,272.42,1.513039099,,413.39,268.73,1.538804643,,418.4,272.36,1.536944015,,420.42,265.51,1.584462416,,416.29,267.44,1.557296148,,416.89,274.11,1.52141334,,422.37,271.75,1.555069548,,412.57,276.57,1.492133688
1278,417.2383333,,271.55,,,,,417.51,271.65,1.537584527,,414.65,269.6,1.538706648,,419.37,273.87,1.532165135,,417.33,270.51,1.544455169,,415.25,277.95,1.494795757,,410.13,268.02,1.531055452,,414.73,261.74,1.585125186,,417.52,276.08,1.513104301,,424.78,273.99,1.551124926,,421.49,264.23,1.595867481,,413.97,257.84,1.606695233,,416.35,274.92,1.515150842,,413.3,269.21,1.536250801,,408.28,270.67,1.509487106,,421.03,274.77,1.533062575,,421.83,268.88,1.569727406,,423.84,280.93,1.509062879,,422.47,268.48,1.574259214,,415.49,278.78,1.490760524,,414.77,271.34,1.529512783,,418.91,276.35,1.516739529,,419.8,278.51,1.507790669,,412.47,272.31,1.51554206,,414.02,268.67,1.541362936,,418.52,272.79,1.535079865,,421.11,265.04,1.589814208,,416.28,267.07,1.55931768,,416.87,274.07,1.521616169,,422.47,271.6,1.556224994,,412.61,276.63,1.491934332
1279,417.2943333,,271.4733333,,,,,417.68,272.07,1.535758167,,414.64,269.49,1.53929898,,418.54,273.52,1.530978384,,417.31,270.09,1.546666688,,415.95,278.2,1.495797036,,409.2,267.62,1.529749429,,415.2,261.74,1.586922366,,417.44,276.16,1.51227725,,425.06,273.75,1.553506591,,422.21,264.61,1.5963419,,413.99,257.44,1.60959195,,415.76,274.43,1.515668648,,413.34,268.77,1.538973774,,408.05,270.48,1.509508614,,420.93,274.32,1.535173626,,421.6,268.48,1.57112095,,423.76,281.08,1.508028306,,422.76,268.31,1.576250814,,416,278.77,1.492699612,,414.78,271.81,1.526794474,,419.18,276.05,1.519345713,,419.76,278.37,1.508431097,,413.43,271.98,1.521033252,,414.07,268.6,1.541924715,,418.55,273.04,1.533693579,,421.8,265.2,1.591432202,,416.16,267.15,1.558205873,,417.11,274.1,1.522298162,,422.34,271.52,1.556087048,,412.23,277.05,1.488387355
1280,417.254,,271.426,,,,,418.15,272.18,1.536881588,,414.86,269.71,1.538899952,,418.6,273.79,1.529838092,,417.36,269.2,1.551863741,,415.48,277.86,1.495828837,,408.83,267,1.531793388,,414.53,261.73,1.584312128,,417.38,276.63,1.509415154,,424.92,273.86,1.552418525,,422.88,265.12,1.595860907,,414.23,256.5,1.616490997,,415.32,274.42,1.514046741,,413.09,268.63,1.538682889,,407.92,270.37,1.509492965,,420.46,274,1.535228888,,422.08,268.36,1.573582388,,423.91,281.32,1.507359197,,422.4,268.43,1.574141356,,417.01,279.29,1.493670074,,414.06,271.58,1.52539503,,419.06,276.49,1.516361932,,419.35,278.01,1.508887427,,413.98,271.49,1.525700649,,413.69,268.34,1.541993274,,418.34,273.42,1.530825926,,421.93,265.09,1.592425968,,416.24,267.36,1.557267132,,417.4,274.41,1.521615925,,421.92,271.46,1.554816876,,412.24,276.73,1.490296305
1281,417.1666667,,271.4473333,,,,,418.37,273.01,1.533165187,,414,269.4,1.537443959,,417.87,273.49,1.528674678,,416.54,268.36,1.553446956,,415.35,277.72,1.496259366,,409.4,267.42,1.531488341,,414.36,261.65,1.584048813,,417.75,277.38,1.506645516,,425.57,273.93,1.554364235,,422.96,265.17,1.595816671,,414.69,256.42,1.618581236,,416.04,274.23,1.517693278,,413.44,267.96,1.543693225,,407.19,270.12,1.5081112,,420.26,274.45,1.532007673,,421.07,267.75,1.573327709,,423.98,281.05,1.508983621,,422.33,269.16,1.569753631,,417.07,279.25,1.494064712,,413.78,271.63,1.524018596,,419.06,276.05,1.518819934,,419.17,277.91,1.508911675,,414.1,271.97,1.523624232,,413.14,268.32,1.540031859,,418.13,273.34,1.53038189,,422.62,265.39,1.593106585,,415.67,267.88,1.552039608,,417.81,274.44,1.522894702,,421.77,271.69,1.553155099,,411.51,276.88,1.486880758
1282,417.1093333,,271.3853333,,,,,419.16,272.8,1.53728466,,413.6,269.55,1.535161126,,418.13,273.47,1.529733949,,416.07,267.75,1.555074636,,415.19,277.56,1.496606469,,409.89,267.9,1.530594012,,413.86,262.18,1.578951737,,417.77,276.78,1.510115108,,426.68,273.88,1.558677754,,422.92,265.41,1.594268924,,414.52,256.25,1.618850955,,416.06,274.2,1.5179751,,413.43,267.72,1.545058124,,407.09,269.87,1.509173282,,420.05,274.11,1.533126514,,420.75,267.66,1.572695242,,423.69,281.41,1.505916412,,422.76,269.3,1.570697841,,416.82,279.27,1.493181227,,413.78,271.4,1.525331826,,418.13,275.85,1.516452574,,418.88,277.55,1.509668474,,413.87,272.33,1.520673124,,413.1,268.37,1.539608503,,417.74,272.82,1.53178245,,422.61,265.14,1.594762466,,415.92,267.89,1.552962118,,417.75,274.98,1.519747438,,421.45,271.27,1.554271184,,411.61,276.89,1.487138719
1283,417.0933333,,271.407,,,,,418.85,272.49,1.537861649,,414.04,269.23,1.538700954,,419.05,273.7,1.531992233,,416.84,267.47,1.559515983,,414.79,277.46,1.495810111,,409.94,267.71,1.531688309,,414.35,262.48,1.578972559,,417.71,276.77,1.50986817,,426.96,274.18,1.558003641,,422.19,264.95,1.594086229,,415.15,256.17,1.62173127,,416.7,274.98,1.515932904,,413.33,267.65,1.545137842,,407.5,270.17,1.508907945,,418.85,273.66,1.531295596,,421.44,268.19,1.572158289,,423.03,281.45,1.503263715,,422.92,269.35,1.571008763,,416.55,279.01,1.493562887,,414.37,272.09,1.523690819,,418.46,275.83,1.517861565,,418.88,277.81,1.508253778,,413.61,272.41,1.519197298,,412.95,268.6,1.537744551,,417.39,273.08,1.529026251,,422.33,264.34,1.598400241,,415.53,268.49,1.548022934,,417.43,274.29,1.522480711,,420.74,271.71,1.549045637,,410.92,276.49,1.486753162
1284,417.092,,271.347,,,,,419.29,272.53,1.539408945,,414.35,268.94,1.541481482,,418.41,273.58,1.530342483,,417.85,267.44,1.563564636,,413.56,277.13,1.493056285,,409.5,267.4,1.531846017,,415.17,263.21,1.577699645,,416.91,276.36,1.509105108,,426.97,274.23,1.557813207,,422.56,265.13,1.594413135,,414.72,255.63,1.623585475,,416.58,274.72,1.516919451,,412.71,267.74,1.542349968,,406.5,270.06,1.505764645,,418.65,273.31,1.532350491,,421.19,268.54,1.568993509,,423.36,281.45,1.504463077,,422.68,269.42,1.569756596,,417.42,279.1,1.496101185,,414.12,272.07,1.522792917,,418.74,275.27,1.521790132,,419.22,277.75,1.509932105,,414.77,272.18,1.525038796,,413.14,268.85,1.537107332,,416.85,272.96,1.527692228,,422.78,265.01,1.596146554,,415.62,268.32,1.549380201,,417.36,273.91,1.524219643,,420.74,271.18,1.552047811,,411.04,276.99,1.484540356
1285,417.1563333,,271.3633333,,,,,419.07,272.31,1.539842493,,414.49,269.03,1.541606763,,418.28,273.7,1.529183613,,418.06,267.47,1.56402462,,413.7,276.74,1.495715143,,409.75,267.2,1.533883289,,415.16,263.4,1.576586088,,417.04,276.05,1.51139817,,427.14,273.89,1.560283907,,423.28,265.75,1.59355961,,414.87,256.34,1.619606999,,416.81,275.22,1.51497642,,413.33,267.54,1.545945346,,406.35,269.82,1.506473725,,419.19,273.75,1.531962447,,421.57,268.74,1.569237115,,424.39,282.09,1.504785203,,422.26,268.83,1.571543662,,418.19,279.31,1.49773815,,414.3,272.2,1.522817968,,418.44,275.3,1.520484813,,418.47,277.16,1.510244346,,415.24,271.86,1.5284327,,412.55,268.98,1.534193839,,416.65,272.64,1.528769113,,422.33,265.01,1.594640343,,415.78,268.23,1.550483501,,416.7,274.11,1.52058258,,420.72,271.19,1.55182887,,410.58,277.04,1.482478282
1286,417.069,,271.49,,,,,418.42,272.27,1.537517724,,413.95,268.53,1.542541502,,417.46,273.6,1.526707591,,418,267.19,1.565298593,,413.4,276.91,1.493653127,,409.97,267.31,1.534050173,,414.84,262.88,1.578704641,,417.02,275.77,1.512826783,,426.77,273.82,1.559171987,,422.69,266.39,1.587501065,,415.76,256.18,1.624043176,,416.45,275.3,1.51326833,,413.41,267.54,1.5462499,,406.3,270.69,1.501394733,,419.45,273.42,1.534905873,,421,269.39,1.563256239,,424,282.51,1.501311817,,421.94,268.96,1.569607819,,417.92,279.7,1.494675766,,414.63,272.51,1.52240164,,418.15,275.55,1.518082994,,418.5,277.56,1.508234478,,415.15,271.2,1.531722853,,413.36,269.02,1.536978685,,417.35,272.07,1.534805131,,422.14,264.91,1.594564327,,415.76,268.7,1.547747499,,416.66,274.59,1.517832633,,420.45,272.22,1.545106501,,411.17,278.01,1.479371849
1287,416.8143333,,271.4993333,,,,,417.87,272.18,1.535997569,,413.48,268.66,1.539829077,,416.86,273.53,1.525021224,,418.32,267.19,1.566349114,,412.41,276.05,1.49470591,,409.36,266.96,1.533747568,,414.96,262.92,1.579136081,,417.61,275.16,1.51817888,,426.78,273.83,1.559018651,,422.58,266.69,1.585134529,,415.61,256.01,1.624356072,,416.23,275.43,1.51173963,,412.46,267.26,1.544210584,,405.72,270.85,1.498352724,,419.11,273.61,1.532506578,,420.08,269.48,1.559369861,,423.64,283.11,1.496895347,,421.55,269.09,1.56745021,,417.67,279.55,1.49455799,,414.53,272.23,1.523583068,,418.12,275.7,1.517059639,,418.43,277.52,1.508223159,,414.72,271.81,1.526630468,,414.14,268.9,1.540717239,,416.68,271.93,1.533153177,,421.64,265.08,1.591532308,,415.8,268.84,1.547065623,,416.13,274.22,1.517969574,,420.7,272.74,1.543165147,,411.24,278.45,1.477392878
1288,416.6656667,,271.4086667,,,,,418.07,272.19,1.536628444,,414.3,268.99,1.541098485,,416.81,273.57,1.52470836,,418.61,267.29,1.566913189,,411.69,275.47,1.495145511,,409.51,267.17,1.533049487,,414.43,262.74,1.577953634,,417.48,275.15,1.517809843,,426.49,273.42,1.560264809,,422.18,266.6,1.584019636,,415.19,255.16,1.628138996,,415.59,275.83,1.507250514,,412.27,266.85,1.54576724,,405.2,270.66,1.497435069,,418.82,273.79,1.530544491,,419.63,269.17,1.559463772,,423.19,283.08,1.495478749,,420.24,268.64,1.565041828,,417.51,279.03,1.496789223,,414.57,272.54,1.521937459,,417.48,274.98,1.518745245,,418.87,277.48,1.510001746,,415.77,272.7,1.525558587,,413.81,268.51,1.541551865,,416,271.62,1.532235536,,421.54,264.94,1.591862788,,415.73,269.24,1.544477476,,416.61,274.36,1.518898281,,421.67,272.92,1.545686768,,410.71,278.17,1.476828893
1289,416.4853333,,271.3893333,,,,,418.74,271.75,1.541573538,,414.28,268.55,1.543594015,,416.04,273.42,1.522596552,,418.3,267.69,1.563284309,,411.72,275.68,1.494046667,,410.02,267.49,1.533206099,,414.33,263.15,1.575098067,,416.99,274.46,1.519874622,,426.36,273.21,1.561058128,,422.99,266.71,1.586507921,,415.86,256.07,1.625053646,,415.46,276.09,1.505242222,,411.52,266.64,1.543890943,,404.85,270.61,1.4964334,,418.84,273.55,1.531928315,,419.33,269.13,1.558615573,,422.38,282.37,1.496401768,,420,268.34,1.565894444,,416.45,278.36,1.496466067,,414.22,272.56,1.520479939,,417.63,275.05,1.518905178,,418.81,278.1,1.506525615,,415.55,272.94,1.523389752,,413.35,269.1,1.536545068,,415.57,271.49,1.531241683,,421.78,264.63,1.594483637,,415.06,269.9,1.538261427,,416.77,274.33,1.519599192,,420.81,272.59,1.544528296,,410.55,277.72,1.478516002
1290,416.569,,271.477,,,,,418.79,272.41,1.538029985,,414.77,268.84,1.543850658,,415.87,273.35,1.522156924,,419.71,268.36,1.56459075,,412.02,275.27,1.49736703,,410,267.95,1.530596957,,414.1,263.17,1.574132405,,415.96,274.15,1.517794134,,426.07,273.59,1.557845498,,423.67,267.67,1.583415811,,416.41,256.78,1.622677407,,416.54,276.71,1.505816389,,411.54,266.75,1.543318302,,406.03,270.8,1.499841326,,418.1,273.33,1.530587204,,419.52,268.61,1.562296672,,422.14,282.23,1.496219746,,419.39,267.58,1.568032378,,416.34,278.64,1.4945158,,414.04,272.57,1.519729611,,417.55,274.47,1.521855201,,418.54,278.19,1.505194838,,416.04,272.65,1.527061379,,412.98,269.16,1.534921589,,415.5,271.49,1.530826637,,421.58,264.28,1.595777868,,414.82,269.99,1.536923579,,416.85,274.42,1.519470576,,420.88,272.83,1.543335181,,411.32,278.07,1.479410495
1291,416.6043333,,271.377,,,,,419.11,272.41,1.539262071,,414.61,268.3,1.546149476,,416.13,272.3,1.529021551,,419.54,268.43,1.563538672,,412.17,275.32,1.497647916,,410.1,268.12,1.530079706,,413.76,263.07,1.573302071,,415.9,274.01,1.518269518,,425.98,273.71,1.556850829,,423.65,267.92,1.581812927,,416.05,256.65,1.621923816,,416.66,276.51,1.507278414,,411.77,266.73,1.544421791,,406.73,271.13,1.500627924,,417.94,272.94,1.532118484,,420.01,267.98,1.567881518,,421.26,281.72,1.495694566,,419.33,267.23,1.569850232,,415.59,278.7,1.491537386,,414.1,272.2,1.52218528,,417.69,274.31,1.523303959,,417.48,278.17,1.501608594,,416.45,272.17,1.531267437,,413.14,268.74,1.538157369,,415.75,271.43,1.532051301,,421.78,265.06,1.591948307,,415.03,270.42,1.535401848,,417.52,274.49,1.521470418,,421.64,272.63,1.547253918,,411.26,278.51,1.476902423
1292,416.7476667,,271.425,,,,,419.8,272.11,1.543396033,,414.56,267.92,1.548429917,,415.87,271.87,1.530514146,,419.27,268.94,1.559464829,,412.67,274.96,1.501452523,,409.69,268.41,1.526791912,,414.02,263.2,1.573571798,,416.35,273.66,1.521919144,,425.91,273.82,1.556148157,,423.52,267.77,1.582199185,,416.3,256.88,1.621207863,,416.82,276.64,1.507178618,,411.29,266.38,1.544852679,,406.21,271.16,1.498516469,,417.67,272.91,1.531356679,,420.88,268.63,1.567384188,,421.01,281.86,1.494093867,,419.77,266.67,1.574804103,,415.59,278.61,1.492075994,,413.89,272.2,1.521326195,,417.51,274.28,1.522708672,,417.35,277.93,1.502538997,,416.59,272.2,1.531447997,,413.89,269.23,1.538074657,,415.52,271.79,1.529199616,,422.23,265.52,1.591007863,,415.64,270.71,1.536188607,,417.93,274.73,1.521707168,,422.5,272.38,1.551895589,,412.18,279.38,1.475739427
