Generation,Grand Mean #Beneficial,Standard Error Beneficial,Grand Mean #Detrimental,Standard Error Detrimental,Grand Mean #Fitness,Standard Error Fitness,,S1 Beneficial,S1 Detrimental,S1 Fitness,,S2 Beneficial ,S2 Detrimental,S2 Fitness,,S3 Beneficial ,S3 Detrimental,S3 Fitness,,S4 Beneficial ,S4 Detrimental,S4 Fitness,,S5 Beneficial ,S5 Detrimental,S5 Fitness,,S6 Beneficial ,S6 Detrimental,S6 Fitness,,S7 Beneficial ,S7 Detrimental,S7 Fitness,,S8 Beneficial ,S8 Detrimental,S8 Fitness,,S9 Beneficial ,S9 Detrimental,S9 Fitness,,S10 Beneficial ,S10 Detrimental,S10 Fitness,,S11 Beneficial ,S11 Detrimental,S11 Fitness,,S12 Beneficial ,S12 Detrimental,S12 Fitness,,S13 Beneficial ,S13 Detrimental,S13 Fitness,,S14 Beneficial ,S14 Detrimental,S14 Fitness,,S15 Beneficial ,S15 Detrimental,S15 Fitness,,S16 Beneficial ,S16 Detrimental,S16  Fitness,,S17 Beneficial ,S17 Detrimental,S17 Fitness,,S18 Beneficial ,S18 Detrimental,S18 Fitness,,S19 Beneficial ,S19 Detrimental,S19 Fitness,,S20 Beneficial ,S20 Detrimental,S20 Fitness,,S21 Beneficial ,S21 Detrimental,S21 Fitness,,S22 Beneficial ,S22 Detrimental,S22 Fitness,,S23 Beneficial ,S23 Detrimental,S23 Fitness,,S24 Beneficial ,S24 Detrimental,S24 Fitness,,S25 Beneficial ,S25 Detrimental,S25 Fitness,,S26 Beneficial ,S26 Detrimental,S26  Fitness,,S27 Beneficial ,S27 Detrimental,S27 Fitness,,S28 Beneficial ,S28 Detrimental,S28 Fitness,,S29 Beneficial ,S29 Detrimental,S29 Fitness,,S30 Beneficial ,S30 Detrimental,S30 Fitness
1238,418.1206667,,273.2446667,,,,,417.32,272.84,1.530430389,,412.31,272.37,1.514349473,,420.72,275.54,1.527459613,,415.03,275.06,1.509437841,,418.69,277.8,1.507796705,,407.08,272.71,1.493238517,,413.76,266.43,1.55375924,,420.91,278.03,1.51522426,,430.48,279.22,1.542362977,,416.93,270.81,1.540378964,,412.32,267.67,1.541477652,,416.1,276.09,1.507880417,,412.93,270.96,1.524820617,,416.52,272.56,1.528993357,,420.92,272.83,1.543378308,,427.23,268.12,1.594346666,,416.67,272.12,1.532064933,,430.68,269.02,1.601604085,,418.08,280.27,1.492055448,,415.41,271.05,1.53358692,,422.21,276.21,1.52936398,,418.72,273.48,1.53152627,,409.78,277.49,1.477281089,,417.99,269.67,1.550723026,,416.77,271.54,1.535292389,,423.14,265.93,1.592135855,,420.73,275.13,1.529824378,,421.84,277.36,1.521514326,,419.82,268.84,1.562600211,,412.53,280.19,1.473145374
1239,418.028,,273.181,,,,,416.99,273.09,1.527864626,,413.52,272.73,1.516910393,,421.43,275.79,1.528634724,,414.32,274.58,1.509488862,,419.14,277.59,1.510554251,,406.8,272.27,1.494654467,,413.45,266.05,1.554915732,,420.66,277.5,1.517308078,,430.05,278.57,1.544357284,,416.67,270.13,1.543206315,,413.5,267.61,1.546291313,,416.12,275.86,1.509319611,,412.86,271,1.524054904,,416.23,272.25,1.529575436,,421.1,273.38,1.540900483,,427.06,268.5,1.591232672,,415.93,272.39,1.52763946,,430.14,268.92,1.600206952,,417.37,279.92,1.491523002,,414.94,271.37,1.529998068,,422.19,275.77,1.531732282,,418.6,273.97,1.528388377,,409.6,277.96,1.474229582,,417.86,269.53,1.551088954,,417.07,272.25,1.532421152,,422.71,266.08,1.589709381,,420.78,274.6,1.533169549,,421.25,277.35,1.519450739,,419.89,268.6,1.564074543,,412.61,279.82,1.475374788
1240,417.9516667,,273.1566667,,,,,416.54,272.75,1.528015261,,413.77,273.6,1.512971057,,420.76,275.46,1.528080281,,414.78,274.84,1.509646455,,419.21,277.83,1.509468126,,407.32,272.24,1.496775981,,413.33,265.43,1.558061343,,420.49,277.18,1.518415478,,429.5,278.41,1.543310808,,416.04,270.13,1.540907964,,413.44,268.07,1.543522676,,416.1,275.88,1.50915518,,411.7,270.61,1.521814429,,415.91,272.31,1.52821061,,421.74,273.13,1.544682861,,426.63,268.37,1.590499456,,417.13,273.03,1.528404973,,430.52,269.29,1.599602973,,416.15,278.97,1.492142184,,414.68,270.86,1.531735579,,422.56,276.11,1.53121319,,418.94,274.02,1.529229425,,409.92,277.76,1.47639158,,417.98,269.99,1.548964185,,417.09,272.72,1.529886079,,422.5,266.14,1.58869085,,420.65,274.06,1.535694584,,420.79,277.01,1.519653731,,419.36,268.69,1.56146521,,413.02,279.81,1.476981037
1241,417.9383333,,273.1156667,,,,,416.32,272.17,1.530574567,,413.93,273.3,1.515186623,,421.83,275.62,1.530929134,,414.94,274.47,1.512342,,419.82,277.91,1.511324323,,407.1,272.02,1.497114704,,413.44,265.65,1.557215794,,420.7,277.81,1.515733093,,429.56,278.75,1.541563566,,415.7,270.18,1.539328576,,413.18,267.31,1.546802771,,416.01,275.98,1.508197462,,411.92,270.59,1.522841041,,414.9,271.92,1.526734594,,422.23,273.89,1.542269937,,426.88,268.54,1.590416716,,417.7,273.24,1.529228736,,431.05,269.43,1.600728043,,416.47,279.27,1.491675899,,414.7,270.97,1.531239715,,421.46,276.13,1.527006375,,419.12,274.22,1.528875822,,409.1,277.47,1.475022048,,417.84,269.59,1.550646574,,416.75,271.96,1.532873196,,422.5,266.26,1.588075401,,420.02,273.26,1.537966696,,420.83,276.9,1.520518868,,419.28,268.48,1.562283319,,412.87,280.18,1.474391957
1242,417.9416667,,273.031,,,,,416.34,272.97,1.526173152,,414.33,272.97,1.518776674,,422.42,276.01,1.53115643,,415.4,274.26,1.515222116,,420.06,277.41,1.514896466,,407.4,272.52,1.495463845,,413.74,265.28,1.560297057,,421.43,278.07,1.5167669,,429.57,279.07,1.539875101,,415.21,269.56,1.540999049,,413.78,267.56,1.547699684,,415.42,275.69,1.507660145,,411.26,270.31,1.521968815,,414.64,272.4,1.523134745,,422.05,273.73,1.542472094,,426.86,268.45,1.590871145,,417.88,273.23,1.52987676,,430.2,269.56,1.596723853,,416.59,279.15,1.492759545,,415.12,271.18,1.53172976,,421.04,275.75,1.527617464,,418.88,274.05,1.528861159,,409.15,276.85,1.47857455,,416.94,269.1,1.550184001,,416.59,271.49,1.534931867,,422.71,266.07,1.589959995,,420.11,273.11,1.539142736,,421.82,276.52,1.526217014,,419.06,268.34,1.562239494,,412.25,280.27,1.471626731
1243,417.9273333,,272.975,,,,,415.45,272.73,1.524137654,,414.75,272.5,1.522840167,,421.57,275.68,1.529822441,,415.43,274.11,1.516132568,,419.67,276.97,1.515892391,,407.84,272.51,1.497327007,,413.6,264.42,1.564995943,,421.28,278.5,1.5139481,,429.52,279.48,1.537488082,,415.77,269.46,1.543673044,,413.89,266.79,1.552641803,,415.15,275.48,1.507901873,,412.22,270.55,1.524148282,,414,272.45,1.520483031,,422.31,273.89,1.542472746,,427.48,268.84,1.5907619,,418.28,273.99,1.527112117,,429.54,269.42,1.5950611,,417.58,280.01,1.491884578,,415.3,271.28,1.531740721,,421.75,275.83,1.529666169,,418.34,274.07,1.52682645,,410.14,276.69,1.483065034,,416.34,268.56,1.551000498,,415.97,271.4,1.533196051,,422.73,266,1.590357777,,418.22,272.62,1.534841584,,422.19,276.57,1.527263184,,419.68,268.62,1.562931241,,411.83,279.83,1.472476648
1244,418.0076667,,272.9456667,,,,,416.1,272.79,1.526309869,,415.06,271.78,1.528039571,,421.66,275.84,1.529344724,,416.3,273.87,1.520656706,,419.13,276.65,1.515650168,,407.27,272.35,1.496001719,,412.78,263.99,1.564296323,,421.18,278.3,1.514772848,,429.43,279.18,1.538840951,,416.33,269.58,1.545180397,,413.8,266.69,1.552928041,,414.69,276.27,1.501888326,,413.08,270.76,1.526144041,,413.69,271.87,1.522521341,,422.83,274.02,1.543447059,,427.71,269.19,1.589669271,,418.7,274.31,1.526924505,,430.23,269.57,1.59682908,,417.36,279.8,1.492056706,,414.94,271.17,1.531166096,,421.56,275.84,1.529053977,,418.47,273.95,1.527994422,,409.93,276.39,1.483947472,,416.26,268.56,1.550791496,,416.51,272.08,1.531527422,,422.99,266.2,1.590079729,,418.14,272.47,1.535331628,,421.88,275.99,1.529336959,,420.07,268.7,1.563996748,,412.15,280.21,1.471693834
1245,417.9156667,,272.7653333,,,,,415.99,273.1,1.524103286,,415.48,272.18,1.527296266,,420.77,274.95,1.531045388,,416.75,273.22,1.526120166,,418.95,276.87,1.513796187,,407.22,272.15,1.497032505,,412.66,263.27,1.568132709,,421.1,278.63,1.512697219,,429.93,279.65,1.538115483,,416.07,269.63,1.543853212,,413.63,265.88,1.557097318,,414.15,275.98,1.501436173,,412.55,270.73,1.524423589,,414.03,271.26,1.527240124,,422.55,274.08,1.542126652,,427.48,269.41,1.587516946,,418.47,274.05,1.527361119,,429.24,269.01,1.596512553,,418.18,280.42,1.491921139,,414.59,271.05,1.53045073,,421.91,276.06,1.529090775,,418.62,274.34,1.526398669,,409.81,275.91,1.486124705,,415.28,267.3,1.554410401,,416.07,271.29,1.534479755,,423.33,265.27,1.597569226,,417.81,272.7,1.532769422,,422.26,276.46,1.52831018,,420.64,268.22,1.568861538,,411.95,279.89,1.472552759
1246,417.8573333,,272.6346667,,,,,416.31,273.44,1.523371394,,414.85,271.77,1.527249212,,420.41,275.09,1.529039383,,416.48,273.25,1.52508111,,419.05,276.9,1.514020892,,406.6,272.16,1.494669769,,412.18,263.3,1.566290801,,420.38,278.1,1.513193247,,430.19,279.63,1.539270397,,416.5,268.89,1.549689512,,413.81,265.7,1.558828006,,414.16,275.41,1.504738767,,412.73,270.44,1.526814656,,414.29,271.49,1.526870581,,423.3,274.14,1.544618007,,426.79,269.3,1.585874274,,418.82,274.12,1.528092459,,429.66,268.68,1.600197054,,417.99,279.73,1.49488673,,414.61,270.79,1.532059519,,421.96,276.56,1.526515097,,418.75,274.56,1.525689921,,410.19,275.1,1.492046572,,415.28,267.56,1.552865081,,415.57,271.13,1.533433741,,422.26,265.01,1.594868242,,418.27,272.66,1.534690863,,421.21,275.96,1.527346991,,420.87,268.18,1.570006916,,412.25,279.99,1.473091536
1247,417.689,,272.5546667,,,,,415.88,272.75,1.525895027,,415.18,272.04,1.52713482,,419.55,274.45,1.52945124,,416.02,273.32,1.522865342,,419.28,276.9,1.514999384,,406.38,271.89,1.495416732,,412.09,263.1,1.567256544,,421.09,278.47,1.513851186,,429.57,279.7,1.536613154,,417.6,269.32,1.551389841,,413.7,265.74,1.558048,,414.39,275.31,1.50604161,,412.76,269.38,1.532939064,,412.88,271.28,1.52255304,,422.48,274.01,1.542282645,,425.84,269.23,1.582662021,,419.14,273.77,1.53121557,,429.02,268.82,1.597000329,,417.8,279.27,1.49654055,,414.91,270.75,1.533467795,,421.25,276.49,1.52426398,,418.58,274.72,1.524186381,,410.29,274.88,1.493613969,,415.69,267.35,1.555627015,,415.43,271.71,1.529650679,,422.16,265.28,1.592754061,,417.94,272.61,1.533665283,,420.95,275.98,1.526114165,,420.88,268.51,1.568082269,,411.94,279.61,1.473902082
1248,417.735,,272.5556667,,,,,416.07,272.98,1.525488209,,415.13,271.72,1.528619007,,419.95,275.17,1.527027548,,416.01,273.48,1.521830283,,419.83,276.84,1.517341194,,407.16,271.75,1.499143912,,411.84,263.14,1.56613773,,420.66,278.55,1.511973933,,429.61,279.77,1.536450063,,417.82,269.83,1.549421525,,413.84,265.64,1.559322924,,414.4,275.46,1.505323483,,413.08,269.61,1.532761984,,411.65,270.7,1.521280935,,421.72,274.19,1.538563075,,425.93,269.27,1.582985958,,419.77,273.85,1.532953527,,428.52,268.24,1.598407567,,418.37,279.01,1.499935523,,416.07,270.51,1.539024218,,421.13,275.98,1.526572962,,418.47,274.69,1.524007482,,411.17,274.28,1.500253872,,414.99,267.28,1.553378518,,415.4,272.26,1.526346321,,422.23,265.52,1.591518615,,417.54,272.31,1.533887446,,420.84,275.97,1.52571114,,420.84,268.72,1.566542679,,412.01,279.95,1.472326302
1249,417.6673333,,272.5403333,,,,,416.57,273.59,1.523754763,,415.07,270.93,1.532654095,,419.74,275.09,1.526683232,,415.75,273.45,1.521043026,,419.73,276.86,1.516904426,,407.93,271.83,1.501335187,,411.2,262.88,1.564982714,,420.91,278.92,1.510762875,,429.15,279.75,1.535108427,,418.31,269.67,1.551997267,,414.2,265.11,1.563916316,,414.16,275.22,1.505901139,,412.61,269.43,1.5320576,,411.28,270.54,1.520932057,,421.57,274.34,1.53720713,,426.42,269.71,1.582223868,,420.54,274.52,1.532035774,,426.95,267.7,1.595791307,,418.76,278.99,1.501540602,,416.26,269.82,1.543834915,,421.54,275.76,1.529311626,,418.65,274.96,1.523235917,,410.53,273.69,1.50121556,,414.62,267.28,1.552027144,,415.35,272.53,1.524590312,,422.42,265.86,1.590222475,,416.64,272.21,1.531132663,,421.04,276.3,1.524653265,,420.6,269.48,1.561319474,,411.52,279.79,1.471319743
1250,417.5376667,,272.5816667,,,,,416.25,273.88,1.520999196,,414.35,271.08,1.529078691,,419.76,275.25,1.525828599,,416.86,273.92,1.522470757,,419.8,276.79,1.517481967,,408.25,271.49,1.504387719,,411.08,262.49,1.566819864,,420.61,279.13,1.508573852,,428.23,279.55,1.532588267,,418.46,269.37,1.554408664,,414.19,264.83,1.565612735,,413.84,275.27,1.504483531,,412.1,269.26,1.531124372,,411.63,271.27,1.518224839,,421.69,274.8,1.535110004,,425.6,269.23,1.581970949,,420.94,276.02,1.525225586,,426.5,268.14,1.591582741,,419.12,279.55,1.499878105,,416.22,268.89,1.54891266,,420.99,275.79,1.527120681,,419.19,274.74,1.526408482,,410.55,273.62,1.501721936,,413.95,266.82,1.552008086,,415.79,272.23,1.527917847,,421.1,265.63,1.586567327,,416.33,271.9,1.531816469,,420.31,276.62,1.520295356,,420.39,269.8,1.558860211,,412.05,280.09,1.471712645
1251,417.5856667,,272.6183333,,,,,416.83,274.15,1.52171493,,414.05,270.98,1.528585732,,419.82,275.93,1.522454889,,417.19,273.96,1.523456206,,419.2,276.44,1.517221698,,409.07,270.69,1.511942814,,411.36,263.07,1.564258221,,420.08,278.78,1.508449885,,428.17,279.89,1.530584259,,418.65,269.22,1.556159805,,413.92,264.73,1.565172909,,414.17,275.43,1.504794841,,411.94,268.84,1.532881125,,411.51,270.79,1.520293018,,421.4,275.33,1.531144296,,425.68,268.9,1.584066008,,421.01,276.69,1.521793138,,425.77,267.78,1.590930873,,419.46,280.22,1.497587712,,415.95,268.42,1.550631764,,421.01,276.38,1.523880926,,419.4,274.77,1.526900062,,410.71,274.3,1.498484189,,414.24,266.72,1.553609171,,415.76,272.34,1.527214239,,420.73,265.24,1.587544328,,416.67,271.68,1.53433112,,420.23,276.59,1.520140009,,420.85,269.97,1.55962222,,412.74,280.32,1.472965107
1252,417.5526667,,272.5316667,,,,,416.48,273.45,1.524131177,,413.64,270.92,1.527449249,,420,275.25,1.526852482,,417.8,274.66,1.521960011,,419.55,276.57,1.517701645,,409.05,271.1,1.509589645,,411.91,263.81,1.562102338,,420.49,278.65,1.51058315,,428.43,279.86,1.531609185,,417.73,268.17,1.55870279,,414.5,264.17,1.570808093,,413.97,275.49,1.503683321,,412.21,269.48,1.530287249,,411.35,270.89,1.519210424,,421.14,275.35,1.530071801,,426.25,269.26,1.584156203,,421.06,276.9,1.520869093,,425.38,267.72,1.589629449,,418.63,280.05,1.495344703,,416.3,268.58,1.551167839,,420.85,276.59,1.522171216,,419.15,274.77,1.526010579,,410.41,272.96,1.504607427,,413.63,266.97,1.549858055,,415.84,272.35,1.527495166,,420.53,264.6,1.590509435,,416.77,271.1,1.538041065,,419.44,276.99,1.515135383,,421.36,269.36,1.565159326,,412.73,279.93,1.47503082
1253,417.567,,272.6186667,,,,,416.63,273.25,1.525768331,,413.6,270.84,1.527806056,,419.71,275.57,1.524107109,,417.33,274.38,1.521877256,,420.22,276.21,1.52212317,,409.42,271.44,1.509008986,,412.53,263.93,1.56369491,,419.81,278.47,1.50921165,,428.61,279.78,1.532683559,,417.52,268.8,1.554366045,,413.88,263.64,1.571423917,,413.46,275.07,1.503870215,,412.75,269.55,1.531851248,,411.96,271.09,1.520470703,,421.43,274.95,1.533452413,,426.1,269.32,1.583199986,,420.51,277.29,1.516916804,,423.87,267.36,1.586036112,,418.29,280.65,1.491019008,,415.89,268.46,1.550295109,,420.52,276.64,1.520628965,,419.67,275.77,1.522473356,,411.24,273.64,1.504123229,,414.42,267.91,1.547492027,,416.02,272.21,1.528869323,,420.86,264.55,1.592022293,,416.62,271.04,1.537865379,,419.8,277.12,1.515716892,,421.67,269.67,1.564505143,,412.67,279.96,1.474575945
1254,417.5423333,,272.6906667,,,,,417.26,273.44,1.52685841,,413.49,270.94,1.526713517,,419.03,275.36,1.522635269,,417.28,274.28,1.522207147,,419.85,276.3,1.520322919,,408.99,270.91,1.510344526,,412.3,264.59,1.558988461,,419.26,278.34,1.507961904,,429.26,279.71,1.535418175,,417.26,268.5,1.555266713,,413.89,263.32,1.573189096,,413.02,274.47,1.505440002,,412.7,269.43,1.532431131,,412.24,271.43,1.519613285,,421.51,274.88,1.534206043,,425.15,269.41,1.579181534,,420.45,277.94,1.513235843,,423.81,267.84,1.583066857,,418.36,281.1,1.488732613,,415.79,268.67,1.54853032,,420.16,276.63,1.519302521,,421.58,276.31,1.526469813,,411.6,274.18,1.502443448,,414.14,267.76,1.547252352,,415.58,272.4,1.526102201,,421.12,265.07,1.590133386,,416.48,271.35,1.535608611,,420.05,277.32,1.51561592,,420.97,268.93,1.565969437,,413.69,279.91,1.478641888
1255,417.3796667,,272.6776667,,,,,417.55,273.89,1.525665857,,413.22,270.46,1.528408731,,419.39,275.91,1.52087581,,416.4,274.18,1.519468931,,418.96,275.72,1.520167305,,409.32,270.81,1.512138838,,412.04,264.57,1.558290894,,418.6,278.72,1.503290528,,429.24,279.51,1.536428344,,417.67,268.25,1.558340467,,414.62,263.37,1.575669216,,413.34,274.94,1.504041801,,412.64,269.71,1.530565576,,412.4,271.91,1.517592527,,420.78,274.51,1.533588314,,424.63,268.88,1.580226665,,420.23,277.83,1.513035525,,422.99,267.51,1.58193887,,418.7,281.33,1.488756802,,414.77,268.73,1.544279188,,419.87,276.93,1.516604738,,421.7,276.06,1.528243239,,411.7,274.01,1.503772174,,413.98,267.44,1.548557449,,415.65,273.22,1.521916144,,420.98,265.16,1.589189034,,415.82,271.62,1.531614285,,420.34,276.89,1.519170095,,420.97,269.04,1.565297128,,412.89,279.22,1.479212362
1256,417.2913333,,272.615,,,,,417.76,273.81,1.526885324,,413.43,270.65,1.528282801,,418.44,275.78,1.518071856,,416.5,274.43,1.518429788,,419.05,276.46,1.516437783,,409.29,271.13,1.510439316,,412,264.42,1.55937481,,418.57,277.93,1.507667304,,429.11,279.01,1.538507958,,417.16,268.02,1.557817394,,412.96,262.41,1.574865148,,413.73,275.06,1.504763508,,412.4,270.2,1.526843463,,412.47,272.14,1.516645624,,420.71,274.47,1.533616047,,424.53,269.32,1.577106212,,420.87,277.84,1.515357226,,422.73,267.56,1.58068615,,418.67,281.26,1.489054203,,415.32,269.75,1.540528709,,419.73,277.72,1.511771927,,421.15,275.95,1.526660134,,411.84,273.62,1.506661795,,414.03,267.33,1.549268554,,415.91,272.99,1.524074754,,420.2,264.54,1.589725803,,416.03,270.95,1.536245643,,420.38,276.59,1.520817923,,420.33,268.3,1.566982714,,413.44,278.81,1.483420002
1257,417.1746667,,272.619,,,,,417.41,274.57,1.521523188,,413.46,270.71,1.528016523,,418.79,275.35,1.521752014,,416.28,274.57,1.516984591,,418.59,277.32,1.510218212,,409.57,271.25,1.510840118,,412.39,264,1.56328871,,417.16,277.08,1.507148359,,428.81,278.61,1.539805559,,417.5,267.93,1.559802213,,413.68,262.41,1.577672623,,414.16,275.36,1.504873142,,411.9,270.81,1.521586517,,411.73,272.2,1.513568728,,419.43,273.73,1.532961093,,424.13,269.58,1.5740404,,420.62,278.06,1.513221674,,422.7,267.39,1.581539501,,418.6,280.91,1.490610844,,416.02,270,1.541892074,,419.44,278.04,1.50899374,,421.5,276.16,1.526709752,,411.68,273.72,1.505282702,,413.93,267.56,1.547559905,,416.41,273.44,1.523449731,,419.72,264.24,1.589752719,,416.1,270.54,1.538705966,,420.45,275.76,1.525753692,,419.9,268.36,1.565015121,,413.18,278.91,1.481899602
1258,417.0203333,,272.543,,,,,417.16,274.12,1.523197929,,414,270.88,1.529004449,,418.67,275.29,1.521618146,,416.55,275.11,1.515005372,,418.17,276.88,1.51104639,,409.38,271.48,1.508761756,,411.57,263.56,1.562813236,,416.81,276.22,1.510364463,,428.82,279.07,1.537304648,,418.02,267.42,1.564721903,,413.98,262.69,1.577132304,,412.68,274.24,1.505657828,,411.16,270.79,1.519098746,,410.35,272.26,1.508122723,,419.96,273.98,1.533538432,,424.47,269.91,1.573422176,,420.66,278.11,1.513095022,,422.85,267.68,1.580422312,,418.58,280.48,1.492820668,,416.64,269.59,1.54666177,,419.11,278.01,1.507915229,,421.48,277.57,1.518938904,,411.38,272.95,1.508484316,,414.28,267.22,1.550780738,,416.33,272.76,1.526836338,,419.91,264.89,1.58652808,,415.08,270.34,1.536046711,,420.22,275.46,1.526563573,,419.6,268.54,1.562871435,,412.74,278.79,1.481037772
1259,417.0426667,,272.5596667,,,,,417.73,273.84,1.526985732,,414.67,270.73,1.532289646,,417.91,275.73,1.516510337,,415.42,274.63,1.513570318,,418.55,277.2,1.510630724,,409.44,271.88,1.506789692,,411.73,262.81,1.568161249,,416.5,275.82,1.511401064,,428.01,279.05,1.53459922,,418.04,267.21,1.565925205,,414.31,262.64,1.578990061,,413.17,274.91,1.503782914,,411.92,270.57,1.523155605,,410.41,272.94,1.504619154,,420.05,274.06,1.533457503,,424.57,269.67,1.575272529,,420.36,277.93,1.512879284,,422.78,267.71,1.57994379,,418.81,280.55,1.493491403,,416.28,269.55,1.545256024,,419.48,278.24,1.508040542,,421.05,278.01,1.514982029,,411.88,273.07,1.509604733,,414.34,267.9,1.547189862,,417.27,273.22,1.527811023,,420.7,264.49,1.591781172,,414.93,270.2,1.536348195,,419.84,275.17,1.526643087,,419.15,268.46,1.561757062,,411.98,278.6,1.479238263
1260,416.8876667,,272.448,,,,,416.51,273.84,1.522294701,,414.67,270.78,1.532035869,,419,276.56,1.515878392,,414.34,274.16,1.512336664,,418.35,276.54,1.513376836,,409.43,272.1,1.505532587,,412.17,262.53,1.571363898,,416.23,275.11,1.514278263,,427.34,279.48,1.529837572,,417.67,267.18,1.564700855,,413.63,261.76,1.581443583,,413.83,275.16,1.505079412,,411.64,270.86,1.520573149,,409.79,272.08,1.507129686,,419.36,273.45,1.534252657,,424.46,269.03,1.578507387,,420.16,277.85,1.512545933,,422.73,268.02,1.577786548,,418.48,280.05,1.494952237,,415.35,269.31,1.543058865,,419.76,278.03,1.510283427,,420.68,278.38,1.511670142,,411.93,272.81,1.511268719,,414.61,268.38,1.545568873,,416.66,272.77,1.527957959,,420.82,264.79,1.590439268,,415.08,269.95,1.538280838,,420.01,275.11,1.527493123,,419.4,269.21,1.558360241,,412.54,278.16,1.483660468
1261,416.933,,272.3363333,,,,,417.54,273.38,1.528469677,,414.51,271.02,1.530257806,,419.89,276.89,1.517335143,,414.55,273.61,1.516361054,,417.4,276.46,1.510360636,,409.33,271.92,1.506254891,,412.21,262.37,1.57224919,,415.81,274.18,1.517503849,,427.84,279.1,1.534102472,,417.83,266.44,1.569590148,,413.98,261.59,1.583812937,,413.78,274.49,1.508191254,,411.01,270.66,1.5192589,,409.34,271.59,1.508159218,,419.15,273.42,1.533773619,,424.34,269.04,1.577899129,,420.31,278.04,1.512046648,,423.06,268.55,1.575995809,,419.04,279.92,1.497731693,,414.98,269.12,1.542636662,,419.86,277.88,1.511342202,,420.81,278.94,1.509151093,,412.37,272.87,1.512458744,,414.87,268.66,1.545042312,,416.68,272.7,1.528373242,,420.82,264.57,1.591743843,,415.09,270,1.538187458,,419.7,275.16,1.52619956,,419.59,269.3,1.558589911,,412.3,278.22,1.482331094
1262,416.8236667,,272.1933333,,,,,417.03,273.37,1.526688001,,414.67,270.5,1.533680855,,420.02,276.76,1.51863353,,415.05,273.03,1.521437677,,416.44,276.08,1.508851667,,409.35,271.39,1.509201338,,412.17,262.11,1.573746113,,415.08,273.55,1.518226578,,427.23,278.71,1.534089404,,418.23,266.18,1.572489961,,412.91,261.35,1.581085834,,414.26,274.99,1.507336866,,411.2,270.61,1.520333352,,408.92,271.24,1.50854172,,419.57,273.71,1.533691785,,424.45,268.77,1.579929019,,421.05,277.78,1.516114514,,422.76,268.35,1.575927981,,418.79,279.5,1.4990231,,415.36,269.33,1.542904511,,419.95,278.02,1.510920405,,419.56,278.78,1.505411109,,412.88,273.18,1.512591991,,414.46,268.73,1.543264939,,416.55,272.53,1.528780666,,420.65,265.07,1.588130266,,414.56,269.77,1.537335325,,419.61,274.91,1.527159759,,419.62,269.46,1.557835708,,412.33,278.04,1.483559985
1263,416.6963333,,272.0553333,,,,,417.11,273.24,1.5276975,,415.12,270.67,1.534510312,,419.54,275.91,1.521363916,,414.82,272.67,1.522522281,,416.06,275.91,1.508352322,,408.9,271.21,1.508558191,,412.67,262.01,1.576233233,,415.12,273.71,1.517467111,,426.86,278,1.536602239,,418.48,265.8,1.575604244,,413.26,260.84,1.585510662,,413.87,275.12,1.505099925,,410.9,270.45,1.520087029,,408.91,271.2,1.508750124,,419.75,274.02,1.532713363,,423.96,268.22,1.581357338,,421.83,278.5,1.515042497,,421.91,268.33,1.572881326,,419.08,278.8,1.503633841,,415.42,269.82,1.540334418,,419.93,278.15,1.510126241,,419.46,278.71,1.505381187,,412.77,272.6,1.515257699,,414.12,268.57,1.543051281,,416.39,272.72,1.527125779,,419.85,264.64,1.587483212,,413.79,269.72,1.534746935,,419.67,274.93,1.527253861,,419.82,269.78,1.55665729,,411.52,277.41,1.484058436
1264,416.7706667,,271.968,,,,,416.68,273.29,1.525807033,,414.62,270.23,1.535152999,,419.61,275.79,1.522239561,,415.47,272.11,1.528196039,,416.04,275.87,1.508475237,,409.18,270.18,1.515346336,,412.82,262.06,1.576550487,,415.38,273.6,1.518907424,,426.2,277.75,1.535528036,,419.29,265.79,1.578744275,,412.65,260.7,1.583955056,,413.79,274.41,1.508998329,,411.17,270.33,1.521715133,,409.19,270.87,1.511594843,,419.51,273.3,1.535747803,,423.51,268.38,1.57873756,,422.27,278.81,1.514904325,,422.33,268.59,1.57280245,,418.12,279.02,1.499012238,,415.51,270.21,1.538359499,,419.87,278.65,1.507236789,,419.56,279.14,1.503377625,,413.29,272.4,1.518148515,,414.51,268.96,1.542225352,,416.6,272.77,1.52765126,,419.94,264.92,1.585991932,,415.01,268.99,1.543656173,,418.94,274.85,1.525085633,,420.62,270.42,1.556070264,,411.44,276.65,1.487799313
1265,416.7186667,,271.8753333,,,,,416.67,272.86,1.527987156,,414.55,268.96,1.541971593,,419.42,275.41,1.523661988,,415.96,272.3,1.528967389,,415.79,276.52,1.503985452,,409.4,270.32,1.515381557,,412.57,262,1.575833357,,415.45,273.95,1.517132131,,426.57,277.73,1.537020265,,419.67,265.21,1.583632386,,412.4,260.54,1.583987371,,414.01,274.03,1.511802306,,411.21,270.44,1.521311789,,408.59,270.59,1.51075401,,418.98,273.72,1.531320168,,423.35,268.5,1.577531004,,422.92,278.62,1.518416364,,422.66,269.26,1.570151888,,417.99,278.56,1.500975021,,414.39,269.7,1.537051381,,419.86,278.91,1.505768595,,419.38,279.45,1.501226087,,412.4,272.04,1.516775704,,414.63,269.1,1.541965538,,416.22,272.02,1.530512756,,420.18,265.62,1.582722574,,415.06,268.84,1.544762154,,418.83,274.66,1.52552024,,421.11,270.15,1.559483629,,411.34,276.25,1.489690176
